"payment_id","account_id","payment_date","payment_amount","payment_round"
1796,141,2023-04-22,200000,9
1797,141,2023-05-20,200000,10
1798,141,2023-06-24,200000,11
1799,141,2023-07-23,200000,12
1800,141,2023-08-24,200000,13
1801,141,2023-09-22,200000,14
1802,141,2023-10-19,200000,15
1803,141,2023-11-23,200000,16
1804,141,2023-12-20,200000,17
1805,141,2024-01-22,200000,18
1806,141,2024-02-23,200000,19
1807,141,2024-03-22,200000,20
1808,141,2024-04-22,200000,21
1809,141,2024-05-20,200000,22
1810,141,2024-06-25,200000,23
1811,141,2024-07-21,200000,24
1812,141,2024-08-23,200000,25
1813,141,2024-09-20,200000,26
1814,141,2024-10-22,200000,27
1815,141,2024-11-20,200000,28
1816,141,2024-12-25,200000,29
1817,141,2025-01-21,200000,30
1818,141,2025-02-24,200000,31
1819,141,2025-03-23,200000,32
1820,142,2022-05-06,200000,1
1821,142,2022-06-05,200000,2
1822,142,2022-07-05,200000,3
1823,142,2022-08-01,200000,4
1824,142,2022-09-01,200000,5
1825,142,2022-10-05,200000,6
1826,142,2022-11-03,200000,7
1827,142,2022-12-03,200000,8
1828,142,2023-01-02,200000,9
1829,142,2023-02-04,200000,10
1830,142,2023-03-02,200000,11
1831,142,2023-04-04,200000,12
1832,142,2023-05-01,200000,13
1833,142,2023-05-31,200000,14
1834,142,2023-07-02,200000,15
1835,142,2023-08-02,200000,16
1836,142,2023-09-04,200000,17
1837,142,2023-10-01,200000,18
1838,142,2023-11-01,200000,19
1839,142,2023-12-06,200000,20
1840,142,2024-01-04,200000,21
1841,142,2024-02-01,200000,22
1842,142,2024-03-05,200000,23
1843,143,2020-08-24,200000,1
1844,143,2020-09-21,200000,2
1845,143,2020-10-21,200000,3
1846,143,2020-11-23,200000,4
1847,143,2020-12-18,200000,5
1848,143,2021-01-21,200000,6
1849,143,2021-02-20,200000,7
1850,143,2021-03-21,200000,8
1851,143,2021-04-20,200000,9
1852,143,2021-05-19,200000,10
1853,143,2021-06-23,200000,11
1854,143,2021-07-18,200000,12
1855,143,2021-08-21,200000,13
1856,143,2021-09-20,200000,14
1857,143,2021-10-22,200000,15
1858,143,2021-11-18,200000,16
1859,143,2021-12-19,200000,17
1860,143,2022-01-20,200000,18
1861,144,2021-05-28,905797,1
1862,144,2021-06-30,905797,2
1863,144,2021-07-26,905797,3
1864,144,2021-08-27,905797,4
1865,144,2021-09-24,905797,5
1866,144,2021-10-27,905797,6
1867,144,2021-11-30,905797,7
1868,144,2021-12-28,905797,8
1869,144,2022-01-28,905797,9
1870,144,2022-03-02,905797,10
1871,144,2022-03-24,905797,11
1872,144,2022-04-26,905797,12
1873,144,2022-05-25,905797,13
1874,144,2022-06-24,905797,14
1875,144,2022-07-25,905797,15
1876,144,2022-08-30,905797,16
1877,144,2022-09-29,905797,17
1878,144,2022-10-25,905797,18
1879,144,2022-11-26,905797,19
1880,144,2022-12-29,905797,20
1881,144,2023-01-25,905797,21
1882,144,2023-03-02,905797,22
1883,144,2023-03-29,905797,23
1884,144,2023-04-30,905797,24
1885,144,2023-05-25,905797,25
1886,144,2023-06-30,905797,26
1887,144,2023-07-26,905797,27
1888,144,2023-08-25,905797,28
1889,144,2023-09-25,905797,29
1890,144,2023-10-25,905797,30
1891,144,2023-11-24,905797,31
1892,144,2023-12-24,905797,32
1893,144,2024-01-24,905797,33
1894,144,2024-02-26,905797,34
1895,144,2024-03-29,905797,35
1896,144,2024-04-30,905797,36
1897,144,2024-05-28,905797,37
1898,144,2024-06-25,905797,38
1899,144,2024-07-30,905797,39
1900,144,2024-08-25,905797,40
1901,144,2024-09-26,905797,41
1902,144,2024-10-25,905797,42
1903,144,2024-11-24,905797,43
1904,144,2024-12-28,905797,44
1905,144,2025-01-27,905797,45
1906,144,2025-02-25,905797,46
1907,145,2024-10-10,500000,1
1908,145,2024-11-11,500000,2
1909,145,2024-12-10,500000,3
1910,145,2025-01-11,500000,4
1911,145,2025-02-10,500000,5
1912,145,2025-03-11,500000,6
1913,145,2025-04-09,500000,7
1914,145,2025-05-08,500000,8
1915,145,2025-06-10,500000,9
1916,145,2025-07-07,500000,10
1917,145,2025-08-08,500000,11
1918,145,2025-09-07,500000,12
1919,145,2025-10-08,500000,13
1920,145,2025-11-08,500000,14
1921,146,2023-08-09,500000,1
1922,146,2023-09-09,500000,2
1923,146,2023-10-09,500000,3
1924,146,2023-11-10,500000,4
1925,146,2023-12-11,500000,5
1926,146,2024-01-08,500000,6
1927,146,2024-02-08,500000,7
1928,146,2024-03-06,500000,8
1929,146,2024-04-12,500000,9
1930,146,2024-05-08,500000,10
1931,146,2024-06-07,500000,11
1932,146,2024-07-11,500000,12
1933,147,2022-11-01,154442,1
1934,147,2022-12-02,154442,2
1935,147,2022-12-31,154442,3
1936,147,2023-02-01,154442,4
1937,147,2023-03-02,154442,5
1938,147,2023-04-02,154442,6
1939,147,2023-04-29,154442,7
1940,147,2023-06-01,154442,8
1941,147,2023-06-28,154442,9
1942,147,2023-08-03,154442,10
1943,147,2023-09-04,154442,11
1944,147,2023-09-30,154442,12
1945,147,2023-10-30,154442,13
1946,147,2023-11-30,154442,14
1947,147,2023-12-29,154442,15
1948,147,2024-01-29,154442,16
1949,147,2024-03-02,154442,17
1950,147,2024-04-04,154442,18
1951,148,2026-04-24,378051,1
1952,149,2018-12-11,222965,1
1953,149,2019-01-09,222965,2
1954,149,2019-02-12,222965,3
1955,149,2019-03-07,222965,4
1956,149,2019-04-09,222965,5
1957,149,2019-05-12,222965,6
1958,149,2019-06-07,222965,7
1959,149,2019-07-09,222965,8
1960,149,2019-08-10,222965,9
1961,149,2019-09-10,222965,10
1962,149,2019-10-06,222965,11
1963,149,2019-11-08,222965,12
1964,149,2019-12-12,222965,13
1965,149,2020-01-11,222965,14
1966,149,2020-02-09,222965,15
1967,149,2020-03-11,222965,16
1968,149,2020-04-06,222965,17
1969,149,2020-05-08,222965,18
1970,149,2020-06-09,222965,19
1971,149,2020-07-07,222965,20
1972,149,2020-08-12,222965,21
1973,149,2020-09-08,222965,22
1974,150,2021-11-18,644259,1
1975,150,2021-12-14,644259,2
1976,150,2022-01-18,644259,3
1977,150,2022-02-17,644259,4
1978,150,2022-03-18,644259,5
1979,150,2022-04-16,644259,6
1980,150,2022-05-16,644259,7
1981,150,2022-06-18,644259,8
1982,150,2022-07-16,644259,9
1983,150,2022-08-17,644259,10
1984,150,2022-09-15,644259,11
1985,150,2022-10-16,644259,12
1986,150,2022-11-16,644259,13
1987,150,2022-12-18,644259,14
1988,150,2023-01-17,644259,15
1989,150,2023-02-20,644259,16
1990,150,2023-03-20,644259,17
1991,150,2023-04-20,644259,18
1992,150,2023-05-20,644259,19
1993,150,2023-06-15,644259,20
1994,150,2023-07-18,644259,21
1995,151,2023-11-15,221213,1
1996,151,2023-12-15,221213,2
1997,151,2024-01-18,221213,3
1998,151,2024-02-13,221213,4
1999,151,2024-03-14,221213,5
2000,151,2024-04-14,221213,6
2001,151,2024-05-12,221213,7
2002,151,2024-06-12,221213,8
2003,151,2024-07-16,221213,9
2004,151,2024-08-13,221213,10
2005,151,2024-09-12,221213,11
2006,151,2024-10-12,221213,12
2007,151,2024-11-17,221213,13
2008,152,2021-01-28,207784,1
2009,152,2021-02-24,207784,2
2010,152,2021-03-28,207784,3
2011,152,2021-04-26,207784,4
2012,152,2021-05-25,207784,5
2013,152,2021-06-23,207784,6
2014,152,2021-07-26,207784,7
2015,152,2021-08-23,207784,8
2016,152,2021-09-25,207784,9
2017,152,2021-10-24,207784,10
2018,152,2021-11-23,207784,11
2019,152,2021-12-22,207784,12
2020,152,2022-01-22,207784,13
2021,152,2022-02-28,207784,14
2022,152,2022-03-26,207784,15
2023,152,2022-04-25,207784,16
2024,152,2022-05-28,207784,17
2025,152,2022-06-26,207784,18
2026,152,2022-07-26,207784,19
2027,152,2022-08-28,207784,20
2028,152,2022-09-27,207784,21
2029,152,2022-10-26,207784,22
2030,152,2022-11-27,207784,23
2031,152,2022-12-22,207784,24
2032,152,2023-01-22,207784,25
2033,152,2023-02-26,207784,26
2034,152,2023-03-22,207784,27
2035,152,2023-04-25,207784,28
2036,152,2023-05-27,207784,29
2037,153,2021-10-31,300000,1
2038,153,2021-11-28,300000,2
2039,153,2021-12-28,300000,3
2040,153,2022-01-28,300000,4
2041,153,2022-03-02,300000,5
2042,153,2022-03-27,300000,6
2043,153,2022-05-01,300000,7
2044,153,2022-05-28,300000,8
2045,153,2022-07-01,300000,9
2046,153,2022-07-25,300000,10
2047,153,2022-08-29,300000,11
2048,154,2018-05-21,300000,1
2049,154,2018-06-17,300000,2
2050,154,2018-07-18,300000,3
2051,154,2018-08-23,300000,4
2052,154,2018-09-23,300000,5
2053,154,2018-10-22,300000,6
2054,154,2018-11-21,300000,7
2055,154,2018-12-21,300000,8
2056,154,2019-01-20,300000,9
2057,154,2019-02-19,300000,10
2058,154,2019-03-19,300000,11
2059,155,2024-05-18,724490,1
2060,155,2024-06-17,724490,2
2061,155,2024-07-16,724490,3
2062,155,2024-08-20,724490,4
2063,155,2024-09-15,724490,5
2064,155,2024-10-15,724490,6
2065,155,2024-11-18,724490,7
2066,155,2024-12-18,724490,8
2067,155,2025-01-21,724490,9
2068,156,2024-05-20,275533,1
2069,156,2024-06-18,275533,2
2070,156,2024-07-21,275533,3
2071,156,2024-08-20,275533,4
2072,156,2024-09-19,275533,5
2073,156,2024-10-20,275533,6
2074,156,2024-11-19,275533,7
2075,156,2024-12-15,275533,8
2076,156,2025-01-17,275533,9
2077,156,2025-02-21,275533,10
2078,156,2025-03-21,275533,11
2079,156,2025-04-16,275533,12
2080,156,2025-05-16,275533,13
2081,156,2025-06-17,275533,14
2082,156,2025-07-16,275533,15
2083,157,2024-05-21,803361,1
2084,157,2024-06-16,803361,2
2085,157,2024-07-16,803361,3
2086,157,2024-08-20,803361,4
2087,157,2024-09-20,803361,5
2088,157,2024-10-19,803361,6
2089,157,2024-11-15,803361,7
2090,157,2024-12-17,803361,8
2091,157,2025-01-17,803361,9
2092,157,2025-02-20,803361,10
2093,157,2025-03-15,803361,11
2094,157,2025-04-20,803361,12
2095,157,2025-05-17,803361,13
2096,158,2019-10-23,24235850,1
2097,159,2019-05-27,47911177,1
2098,160,2024-04-04,300000,1
2099,160,2024-05-01,300000,2
2100,160,2024-06-07,300000,3
2101,160,2024-07-02,300000,4
2102,161,2025-09-20,233733,1
2103,161,2025-10-21,233733,2
2104,161,2025-11-21,233733,3
2105,161,2025-12-22,233733,4
2106,161,2026-01-17,233733,5
2107,161,2026-02-17,233733,6
2108,161,2026-03-23,233733,7
2109,161,2026-04-17,233733,8
2110,161,2026-05-19,233733,9
2111,162,2018-01-19,187656,1
2112,162,2018-02-14,187656,2
2113,162,2018-03-20,187656,3
2114,162,2018-04-20,187656,4
2115,162,2018-05-15,187656,5
2116,162,2018-06-20,187656,6
2117,162,2018-07-18,187656,7
2118,162,2018-08-19,187656,8
2119,162,2018-09-14,187656,9
2120,162,2018-10-14,187656,10
2121,162,2018-11-15,187656,11
2122,162,2018-12-16,187656,12
2123,162,2019-01-14,187656,13
2124,162,2019-02-18,187656,14
2125,162,2019-03-14,187656,15
2126,162,2019-04-18,187656,16
2127,162,2019-05-19,187656,17
2128,162,2019-06-19,187656,18
2129,163,2020-04-04,486755,1
2130,163,2020-05-03,486755,2
2131,163,2020-06-06,486755,3
2132,163,2020-07-02,486755,4
2133,163,2020-08-01,486755,5
2134,163,2020-09-06,486755,6
2135,163,2020-10-02,486755,7
2136,163,2020-11-05,486755,8
2137,163,2020-12-07,486755,9
2138,163,2021-01-04,486755,10
2139,163,2021-02-03,486755,11
2140,163,2021-03-05,486755,12
2141,163,2021-04-03,486755,13
2142,163,2021-05-06,486755,14
2143,163,2021-06-01,486755,15
2144,163,2021-07-01,486755,16
2145,163,2021-08-01,486755,17
2146,163,2021-09-03,486755,18
2147,163,2021-10-05,486755,19
2148,163,2021-11-01,486755,20
2149,163,2021-12-05,486755,21
2150,163,2022-01-03,486755,22
2151,163,2022-02-06,486755,23
2152,163,2022-03-05,486755,24
2153,163,2022-04-06,486755,25
2154,163,2022-05-03,486755,26
2155,163,2022-06-03,486755,27
2156,163,2022-07-04,486755,28
2157,163,2022-08-03,486755,29
2158,163,2022-09-03,486755,30
2159,163,2022-10-02,486755,31
2160,163,2022-11-01,486755,32
2161,163,2022-12-04,486755,33
2162,163,2023-01-07,486755,34
2163,163,2023-02-04,486755,35
2164,163,2023-03-04,486755,36
2165,163,2023-04-07,486755,37
2166,163,2023-05-02,486755,38
2167,163,2023-06-06,486755,39
2168,163,2023-07-03,486755,40
2169,163,2023-08-01,486755,41
2170,163,2023-09-05,486755,42
2171,163,2023-10-07,486755,43
2172,163,2023-11-06,486755,44
2173,163,2023-12-07,486755,45
2174,163,2024-01-03,486755,46
2175,163,2024-02-02,486755,47
2176,163,2024-03-07,486755,48
2177,163,2024-04-03,486755,49
2178,163,2024-05-03,486755,50
2179,163,2024-06-02,486755,51
2180,163,2024-07-04,486755,52
2181,163,2024-08-04,486755,53
2182,163,2024-09-01,486755,54
2183,163,2024-10-01,486755,55
2184,163,2024-11-04,486755,56
2185,163,2024-12-06,486755,57
2186,163,2025-01-05,486755,58
2187,163,2025-02-03,486755,59
2188,163,2025-03-05,486755,60
2189,163,2025-04-03,486755,61
2190,163,2025-05-04,486755,62
2191,163,2025-06-01,486755,63
2192,163,2025-07-06,486755,64
2193,163,2025-08-01,486755,65
2194,163,2025-09-05,486755,66
2195,164,2023-05-17,884091,1
2196,164,2023-06-18,884091,2
2197,164,2023-07-16,884091,3
2198,164,2023-08-14,884091,4
2199,164,2023-09-20,884091,5
2200,164,2023-10-14,884091,6
2201,164,2023-11-17,884091,7
2202,164,2023-12-20,884091,8
2203,164,2024-01-18,884091,9
2204,164,2024-02-20,884091,10
2205,164,2024-03-14,884091,11
2206,164,2024-04-14,884091,12
2207,164,2024-05-16,884091,13
2208,164,2024-06-15,884091,14
2209,164,2024-07-20,884091,15
2210,164,2024-08-17,884091,16
2211,164,2024-09-17,884091,17
2212,164,2024-10-15,884091,18
2213,164,2024-11-14,884091,19
2214,164,2024-12-16,884091,20
2215,165,2023-07-04,300000,1
2216,165,2023-08-03,300000,2
2217,165,2023-09-03,300000,3
2218,165,2023-10-03,300000,4
2219,165,2023-11-04,300000,5
2220,165,2023-12-06,300000,6
2221,165,2024-01-03,300000,7
2222,165,2024-02-05,300000,8
2223,165,2024-03-04,300000,9
2224,165,2024-04-03,300000,10
2225,165,2024-05-05,300000,11
2226,165,2024-06-06,300000,12
2227,165,2024-07-02,300000,13
2228,165,2024-08-06,300000,14
2229,165,2024-09-03,300000,15
2230,165,2024-10-04,300000,16
2231,165,2024-11-01,300000,17
2232,165,2024-12-03,300000,18
2233,165,2025-01-01,300000,19
2234,165,2025-02-05,300000,20
2235,165,2025-03-02,300000,21
2236,165,2025-03-31,300000,22
2237,165,2025-05-06,300000,23
2238,165,2025-06-02,300000,24
2239,165,2025-07-03,300000,25
2240,165,2025-08-01,300000,26
2241,165,2025-09-06,300000,27
2242,165,2025-10-01,300000,28
2243,165,2025-11-04,300000,29
2244,165,2025-12-01,300000,30
2245,165,2026-01-04,300000,31
2246,165,2026-02-05,300000,32
2247,165,2026-03-06,300000,33
2248,166,2019-05-20,130692,1
2249,166,2019-06-20,130692,2
2250,166,2019-07-21,130692,3
2251,166,2019-08-20,130692,4
2252,166,2019-09-17,130692,5
2253,166,2019-10-22,130692,6
2254,166,2019-11-22,130692,7
2255,166,2019-12-20,130692,8
2256,166,2020-01-19,130692,9
2257,166,2020-02-23,130692,10
2258,166,2020-03-23,130692,11
2259,166,2020-04-20,130692,12
2260,166,2020-05-18,130692,13
2261,166,2020-06-18,130692,14
2262,166,2020-07-23,130692,15
2263,166,2020-08-23,130692,16
2264,166,2020-09-22,130692,17
2265,166,2020-10-19,130692,18
2266,166,2020-11-17,130692,19
2267,166,2020-12-18,130692,20
2268,166,2021-01-23,130692,21
2269,166,2021-02-22,130692,22
2270,166,2021-03-21,130692,23
2271,166,2021-04-22,130692,24
2272,166,2021-05-18,130692,25
2273,166,2021-06-18,130692,26
2274,166,2021-07-22,130692,27
2275,166,2021-08-17,130692,28
2276,166,2021-09-20,130692,29
2277,166,2021-10-18,130692,30
2278,166,2021-11-22,130692,31
2279,166,2021-12-23,130692,32
2280,166,2022-01-22,130692,33
2281,166,2022-02-19,130692,34
2282,166,2022-03-20,130692,35
2283,167,2025-05-20,72853,1
2284,168,2025-05-18,17189,1
2285,168,2025-06-20,17189,2
2286,168,2025-07-19,17189,3
2287,168,2025-08-20,17189,4
2288,168,2025-09-17,17189,5
2289,169,2018-05-30,200000,1
2290,169,2018-06-29,200000,2
2291,169,2018-07-28,200000,3
2292,169,2018-08-29,200000,4
2293,169,2018-09-26,200000,5
2294,169,2018-10-31,200000,6
2295,169,2018-11-26,200000,7
2296,169,2018-12-25,200000,8
2297,169,2019-01-25,200000,9
2298,169,2019-02-26,200000,10
2299,169,2019-03-30,200000,11
2300,169,2019-04-29,200000,12
2301,169,2019-05-26,200000,13
2302,169,2019-06-25,200000,14
2303,169,2019-07-26,200000,15
2304,169,2019-08-30,200000,16
2305,169,2019-09-26,200000,17
2306,169,2019-10-29,200000,18
2307,169,2019-11-28,200000,19
2308,169,2019-12-30,200000,20
2309,169,2020-01-25,200000,21
2310,169,2020-02-29,200000,22
2311,170,2018-11-17,200000,1
2312,170,2018-12-16,200000,2
2313,170,2019-01-19,200000,3
2314,170,2019-02-18,200000,4
2315,170,2019-03-16,200000,5
2316,170,2019-04-15,200000,6
2317,170,2019-05-19,200000,7
2318,170,2019-06-20,200000,8
2319,170,2019-07-20,200000,9
2320,170,2019-08-17,200000,10
2321,170,2019-09-14,200000,11
2322,170,2019-10-18,200000,12
2323,170,2019-11-17,200000,13
2324,170,2019-12-19,200000,14
2325,170,2020-01-20,200000,15
2326,170,2020-02-20,200000,16
2327,170,2020-03-20,200000,17
2328,171,2025-11-20,300000,1
2329,171,2025-12-21,300000,2
2330,171,2026-01-23,300000,3
2331,171,2026-02-22,300000,4
2332,171,2026-03-20,300000,5
2333,171,2026-04-19,300000,6
2334,171,2026-05-17,300000,7
2335,172,2026-03-08,300000,1
2336,172,2026-04-06,300000,2
2337,172,2026-05-08,300000,3
2338,172,2026-05-19,300000,4
2339,172,2026-05-19,300000,5
2340,172,2026-05-19,300000,6
2341,172,2026-05-19,300000,7
2342,172,2026-05-19,300000,8
2343,172,2026-05-19,300000,9
2344,173,2017-12-25,248700,1
2345,173,2018-01-25,248700,2
2346,173,2018-02-22,248700,3
2347,173,2018-03-22,248700,4
2348,173,2018-04-24,248700,5
2349,173,2018-05-22,248700,6
2350,173,2018-06-25,248700,7
2351,173,2018-07-28,248700,8
2352,173,2018-08-24,248700,9
2353,173,2018-09-24,248700,10
2354,173,2018-10-23,248700,11
2355,173,2018-11-23,248700,12
2356,174,2017-07-22,51795369,1
2357,175,2019-06-19,7198556,1
2358,176,2023-02-21,326644,1
2359,176,2023-03-21,326644,2
2360,176,2023-04-20,326644,3
2361,176,2023-05-21,326644,4
2362,176,2023-06-20,326644,5
2363,176,2023-07-24,326644,6
2364,176,2023-08-19,326644,7
2365,176,2023-09-23,326644,8
2366,176,2023-10-22,326644,9
2367,176,2023-11-19,326644,10
2368,176,2023-12-23,326644,11
2369,176,2024-01-20,326644,12
2370,177,2017-02-09,204638,1
2371,177,2017-03-03,204638,2
2372,177,2017-04-03,204638,3
2373,177,2017-05-06,204638,4
2374,177,2017-06-05,204638,5
2375,177,2017-07-03,204638,6
2376,177,2017-08-04,204638,7
2377,177,2017-09-06,204638,8
2378,177,2017-10-03,204638,9
2379,177,2017-11-07,204638,10
2380,177,2017-12-08,204638,11
2381,177,2018-01-04,204638,12
2382,177,2018-02-08,204638,13
2383,177,2018-03-08,204638,14
2384,177,2018-04-03,204638,15
2385,177,2018-05-04,204638,16
2386,177,2018-06-04,204638,17
2387,177,2018-07-05,204638,18
2388,177,2018-08-08,204638,19
2389,177,2018-09-04,204638,20
2390,177,2018-10-05,204638,21
2391,177,2018-11-06,204638,22
2392,177,2018-12-05,204638,23
2393,177,2019-01-07,204638,24
2394,177,2019-02-09,204638,25
2395,177,2019-03-03,204638,26
2396,177,2019-04-06,204638,27
2397,177,2019-05-09,204638,28
2398,177,2019-06-09,204638,29
2399,177,2019-07-06,204638,30
2400,177,2019-08-07,204638,31
2401,178,2019-04-12,224614,1
2402,178,2019-05-12,224614,2
2403,178,2019-06-11,224614,3
2404,178,2019-07-12,224614,4
2405,178,2019-08-10,224614,5
2406,178,2019-09-13,224614,6
2407,178,2019-10-12,224614,7
2408,178,2019-11-09,224614,8
2409,178,2019-12-11,224614,9
2410,178,2020-01-10,224614,10
2411,178,2020-02-09,224614,11
2412,178,2020-03-10,224614,12
2413,178,2020-04-13,224614,13
2414,178,2020-05-15,224614,14
2415,178,2020-06-11,224614,15
2416,178,2020-07-14,224614,16
2417,178,2020-08-11,224614,17
2418,178,2020-09-13,224614,18
2419,178,2020-10-11,224614,19
2420,178,2020-11-14,224614,20
2421,178,2020-12-12,224614,21
2422,178,2021-01-10,224614,22
2423,178,2021-02-14,224614,23
2424,178,2021-03-09,224614,24
2425,178,2021-04-13,224614,25
2426,178,2021-05-12,224614,26
2427,178,2021-06-09,224614,27
2428,178,2021-07-09,224614,28
2429,178,2021-08-13,224614,29
2430,179,2025-12-06,467296,1
2431,179,2026-01-02,467296,2
2432,179,2026-02-01,467296,3
2433,179,2026-02-28,467296,4
2434,179,2026-03-31,467296,5
2435,179,2026-05-05,467296,6
2436,180,2024-02-17,117775,1
2437,180,2024-03-20,117775,2
2438,180,2024-04-16,117775,3
2439,180,2024-05-19,117775,4
2440,180,2024-06-16,117775,5
2441,180,2024-07-19,117775,6
2442,180,2024-08-15,117775,7
2443,180,2024-09-14,117775,8
2444,180,2024-10-14,117775,9
2445,180,2024-11-18,117775,10
2446,180,2024-12-19,117775,11
2447,180,2025-01-16,117775,12
2448,180,2025-02-14,117775,13
2449,180,2025-03-20,117775,14
2450,180,2025-04-14,117775,15
2451,180,2025-05-17,117775,16
2452,180,2025-06-17,117775,17
2453,181,2018-04-11,131567,1
2454,181,2018-05-10,131567,2
2455,181,2018-06-09,131567,3
2456,181,2018-07-10,131567,4
2457,181,2018-08-11,131567,5
2458,181,2018-09-08,131567,6
2459,181,2018-10-10,131567,7
2460,181,2018-11-08,131567,8
2461,181,2018-12-08,131567,9
2462,181,2019-01-09,131567,10
2463,181,2019-02-09,131567,11
2464,181,2019-03-11,131567,12
2465,181,2019-04-12,131567,13
2466,181,2019-05-14,131567,14
2467,181,2019-06-08,131567,15
2468,181,2019-07-12,131567,16
2469,181,2019-08-14,131567,17
2470,181,2019-09-14,131567,18
2471,181,2019-10-11,131567,19
2472,181,2019-11-14,131567,20
2473,181,2019-12-14,131567,21
2474,181,2020-01-08,131567,22
2475,181,2020-02-08,131567,23
2476,181,2020-03-13,131567,24
2477,181,2020-04-12,131567,25
2478,181,2020-05-10,131567,26
2479,181,2020-06-09,131567,27
2480,181,2020-07-10,131567,28
2481,181,2020-08-12,131567,29
2482,181,2020-09-09,131567,30
2483,181,2020-10-10,131567,31
2484,181,2020-11-13,131567,32
2485,181,2020-12-09,131567,33
2486,181,2021-01-08,131567,34
2487,181,2021-02-10,131567,35
2488,181,2021-03-09,131567,36
2489,181,2021-04-13,131567,37
2490,181,2021-05-14,131567,38
2491,181,2021-06-09,131567,39
2492,181,2021-07-09,131567,40
2493,181,2021-08-13,131567,41
2494,181,2021-09-14,131567,42
2495,181,2021-10-10,131567,43
2496,181,2021-11-11,131567,44
2497,181,2021-12-10,131567,45
2498,181,2022-01-14,131567,46
2499,181,2022-02-12,131567,47
2500,181,2022-03-13,131567,48
2501,181,2022-04-10,131567,49
2502,181,2022-05-09,131567,50
2503,182,2020-05-19,105501,1
2504,182,2020-06-21,105501,2
2505,182,2020-07-17,105501,3
2506,182,2020-08-19,105501,4
2507,182,2020-09-17,105501,5
2508,182,2020-10-19,105501,6
2509,182,2020-11-18,105501,7
2510,182,2020-12-20,105501,8
2511,182,2021-01-22,105501,9
2512,182,2021-02-19,105501,10
2513,182,2021-03-17,105501,11
2514,182,2021-04-17,105501,12
2515,183,2021-12-05,300000,1
2516,183,2022-01-04,300000,2
2517,183,2022-01-31,300000,3
2518,183,2022-03-01,300000,4
2519,183,2022-04-02,300000,5
2520,183,2022-05-04,300000,6
2521,183,2022-06-01,300000,7
2522,183,2022-07-04,300000,8
2523,183,2022-08-01,300000,9
2524,183,2022-09-02,300000,10
2525,184,2019-05-22,405081,1
2526,184,2019-06-19,405081,2
2527,184,2019-07-18,405081,3
2528,184,2019-08-17,405081,4
2529,184,2019-09-21,405081,5
2530,184,2019-10-20,405081,6
2531,184,2019-11-22,405081,7
2532,184,2019-12-23,405081,8
2533,184,2020-01-21,405081,9
2534,184,2020-02-19,405081,10
2535,184,2020-03-22,405081,11
2536,184,2020-04-20,405081,12
2537,184,2020-05-20,405081,13
2538,185,2020-05-19,6790282,1
2539,186,2026-02-02,7575118,1
2540,187,2024-02-07,300000,1
2541,187,2024-03-08,300000,2
2542,187,2024-04-04,300000,3
2543,187,2024-05-05,300000,4
2544,187,2024-06-05,300000,5
2545,187,2024-07-04,300000,6
2546,187,2024-08-10,300000,7
2547,187,2024-09-05,300000,8
2548,187,2024-10-09,300000,9
2549,188,2022-05-19,264422,1
2550,188,2022-06-22,264422,2
2551,188,2022-07-18,264422,3
2552,188,2022-08-21,264422,4
2553,188,2022-09-21,264422,5
2554,188,2022-10-17,264422,6
2555,188,2022-11-16,264422,7
2556,188,2022-12-16,264422,8
2557,188,2023-01-21,264422,9
2558,188,2023-02-21,264422,10
2559,188,2023-03-20,264422,11
2560,188,2023-04-20,264422,12
2561,188,2023-05-20,264422,13
2562,188,2023-06-16,264422,14
2563,188,2023-07-17,264422,15
2564,188,2023-08-19,264422,16
2565,188,2023-09-20,264422,17
2566,188,2023-10-17,264422,18
2567,188,2023-11-22,264422,19
2568,188,2023-12-18,264422,20
2569,188,2024-01-20,264422,21
2570,188,2024-02-22,264422,22
2571,188,2024-03-19,264422,23
2572,188,2024-04-18,264422,24
2573,188,2024-05-18,264422,25
2574,188,2024-06-19,264422,26
2575,188,2024-07-20,264422,27
2576,188,2024-08-16,264422,28
2577,188,2024-09-19,264422,29
2578,188,2024-10-19,264422,30
2579,188,2024-11-19,264422,31
2580,188,2024-12-18,264422,32
2581,188,2025-01-17,264422,33
2582,188,2025-02-22,264422,34
2583,188,2025-03-16,264422,35
2584,189,2024-03-14,300000,1
2585,189,2024-04-16,300000,2
2586,189,2024-05-11,300000,3
2587,189,2024-06-13,300000,4
2588,189,2024-07-10,300000,5
2589,189,2024-08-14,300000,6
2590,189,2024-09-16,300000,7
2591,190,2023-03-21,100000,1
2592,190,2023-04-19,100000,2
2593,190,2023-05-18,100000,3
2594,190,2023-06-20,100000,4
2595,190,2023-07-16,100000,5
2596,190,2023-08-15,100000,6
2597,190,2023-09-16,100000,7
2598,190,2023-10-16,100000,8
2599,190,2023-11-21,100000,9
2600,190,2023-12-15,100000,10
2601,190,2024-01-15,100000,11
2602,190,2024-02-19,100000,12
2603,190,2024-03-19,100000,13
2604,190,2024-04-15,100000,14
2605,190,2024-05-20,100000,15
2606,190,2024-06-17,100000,16
2607,190,2024-07-19,100000,17
2608,190,2024-08-17,100000,18
2609,190,2024-09-21,100000,19
2610,190,2024-10-20,100000,20
2611,190,2024-11-15,100000,21
2612,190,2024-12-20,100000,22
2613,190,2025-01-19,100000,23
2614,190,2025-02-16,100000,24
2615,190,2025-03-21,100000,25
2616,190,2025-04-15,100000,26
